emoticon_code,description
( ;・_・)ﾉＸ ＸＸＸＸＸＸＸ=Cξ,mồ hôi
( ;・_・)ﾉＸＸＸＸＸＸＸＸ=Cξ,mồ hôi
( ;﹏ ;),buồn
( ;﹏; ),buồn
( ;﹏;),buồn
( ;｀ヘ´),sự tức giận
( ;･∀･ ),đang chạy
( ;･∀･),mồ hôi
( ;ﾟдﾟ),mồ hôi
( ;￣y￣ )-----cξ~~,mồ hôi
( = ˃ᆺ˂),con mèo
( =;ェ;= ),con mèo
( =O° ਊ ͠ °) = OQ (`▽ ´Q),trận đánh
( =´∀｀)✎,viết
( =‘ｘ‘=),con thỏ
( =ↀωↀ=)و ̑̑,con mèo
( =①ω①= ),con mèo
( =①ω①=),con mèo
( =｀.´=),sự tức giận
( =｀ω´= ),con mèo
( =ｘェｘ=),con mèo
( =｡´´ಥ x ಥ´´｡=),buồn
( =ﾟωﾟ)ﾉ,con mèo
( =ﾟ▽ﾟ )/,con mèo
( =ﾟ▽ﾟ)/,salute_wave
( =￣▽￣= )Ｖ,con mèo
( =￣▽￣=)Ｖ,mỉm cười
( > ﻌ ⓛ),con mèo
( >0<)ﾉ━☆ (•́.•̀๑),đũa
( >0<)ﾉ━☆༽̨҉҉,đũa
( >0♥),trái tim
( >U<)/(´ᴥ`U),chó
( >ω●),nháy mắt
( >ω♥),trái tim
( >д <),sự tức giận
( >д< ),sự tức giận
( >∩<)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc
( ?・・)σ,chỉ
( C_C ),uống
( C_C),uống
( O‿O)爻(Ő‿Ő ),ôm
( T o T ),buồn
( T o T),buồn
( T-T),khóc
( T.T； ),mồ hôi
( TдT ),buồn
( T⌓ T),buồn
( T⌓T ),buồn
( T⌓T),buồn
( U๑˘◡˘ ),con thỏ
( ^ - ^)_旦””,đồ ăn
( ^ -x-^),con mèo
( ^ ^ゞ,mỉm cười
( ^ _ ^)/,salute_wave
( ^ p ^ ）,mỉm cười
( ^ q ^ ),mỉm cười
( ^ ᴗ ^ ),mỉm cười
( ^ ᴗ ^ )ε^ ),hôn
( ^ ○ ^ ),mỉm cười
( ^ ○^),mỉm cười
( ^ 人^),mỉm cười
( ^)3 ε(^ )ゞ 　　　,hôn
( ^)o(^ ),chim
( ^-)_ 旦~~ (ﾟoﾟ;),mồ hôi
( ^-^ )_旦””,đồ ăn
( ^-^ *)ノ,salute_wave
( ^-^) (≧ε≦ ),hôn
( ^-^)/U(•̥×•)U,con thỏ
( ^-^)_     [̲̅$̲̅(̲̅ ͡° ͜ʖ ͡°̲̅)̲̅$̲̅]   (º❛ 0 ❛ )💳ԅ(º 0º )  🕢,tiền bạc
( ^-^)_     [̲̅$̲̅(̲̅ιοο̲̅)̲̅$̲̅]   (º❛ 0 ❛ )💳ԅ(º 0º )  🕢,tiền bạc
( ^-^)_ ノಠ益ಠ [̲̅$̲̅(̲̅ιοο̲̅)̲̅$̲  (º❛ 0 ❛ )💳ԅ(º 0º ),tiền bạc
( ^-^)_旦,đồ ăn
( ^-^)_旦 (º❛ 0❛ 🍛🥛🍕ԅ(º 0º )🥛,chỉ
"( ^-^)_旦""",đồ ăn
( ^-^)_旦”,đồ ăn
( ^-^)_旦””,đồ ăn
( ^-^)_旦”” 旦_(^-^ ),đồ ăn
( ^-^)_旦🌮    (º❛ 0❛ )🍴🥗(º 0º ),đồ ăn
( ^-^)_旦🌮🌭🌭 (º❛ 0❛ )🥛ԅ(º 0º )🥛,chó
( ^-^)_旦🍝 (º❛ 0❛ )🥛🍕ԅ(º 0º )🥛,chỉ
( ^-^)_🥡  (º❛ 0❛ )🍝🥛🍕ԅ(º 0º )🥛,chỉ
( ^-^)_🥡🥠  (º❛ 0❛ )🍕🥛🍕🥠ԅ(º 0º )🥛,chỉ
( ^-^)v,mỉm cười
( ^-^)ゝ,mỉm cười
( ^-^* )ノ,đỏ mặt
( ^-^*)ノ,salute_wave
( ^-人-^ ),con mèo
( ^-人-^),con mèo
( ^..^)ﾉ,con mèo
( ^.^)/(•×•U),con thỏ
( ^.^)/U(•×•)U,con thỏ
( ^.^)/U(•̥×•)U,con thỏ
( ^3^)(◕ᆽ◕),chó
( ^3^)💗(◕ε◕),trái tim
( ^3^)💗(◕ε◕*),trái tim
( ^U^)(◕ᆽ◕),con mèo
( ^U^)/(´ᴥ` U,mỉm cười
( ^U^)/(´ᴥ` U),mỉm cười
( ^U^)/(´ᴥ`U),mỉm cười
( ^U^)/(•×•U),con thỏ
( ^U^)/(◕ᆽ◕),con mèo
( ^U^)/(◕ᆽ◕⚈),con mèo
( ^U^)/U ´ᴥ` U,mỉm cười
( ^U^)/U(-´•̥×•)U,con thỏ
( ^U^)/U(´•̥×•)U,con thỏ
( ^U^)/U(•̥×•)U,con thỏ
( ^U^)/^•ﻌ•^,mỉm cười
( ^U^)^•ﻌ•^,con mèo
( ^U^)⁽⁽❤️◝(⁰▿⁰˖)◜,trái tim
( ^U^)💗(´ε｀*),trái tim
( ^^) _旦~~,đồ ăn
( ^^)_旦~~,đồ ăn
( ^^)ｂ,ngón tay cái_up
( ^_-)v,nháy mắt
( ^_^ )／,salute_wave
( ^_^)／,salute_wave
( ^_^♪ ),âm nhạc
( ^o)ρ┳┻┳°σ(o^ ),nháy mắt
( ^o)ρ┳┻┳°σ(o^),nháy mắt
( ^o^ )v,chim
( ^o^),hào hứng
( ^o^)/,hào hứng
( ^o^)v,hào hứng
( ^o^)ノ＼(^_^ ),hào hứng
( ^³^)💗(◕ε◕*),trái tim
( ^³^)💗(❛ε❛*),trái tim
( ^ω^ )☀️,mỉm cười
( ^ω^) ｡･ﾟ’(*/益＼*) ‘ﾟ･｡          🐎,đỏ mặt
( ^ω^)(◕‿◕),mỉm cười
( ^ω^)(◕‿◕) (◕ꇴ◕♡)   ♞ 🐎,trái tim
( ^ω^)(◕‿◕)♚ ♛ ♜ ♝ ♞ ♟ ♔ ♕ ♖ ♗,mỉm cười
( ^з^) y -☆,mỉm cười
( ^з^)♪♬,âm nhạc
( ^ц^  ),mỉm cười
( ^‿^   ) c[_]🍞 💤 (｡-‿-｡✿) 💤,hoa
( ^∀^ ) ☕,uống
( ^∀^ )🍧,đồ ăn
( ^∀^ )🥛,uống
( ^∀^),mỉm cười
( ^∀^)💗(´ε｀*),trái tim
( ^∀^ﾟ),mỉm cười
( ^∇^)   ┳┳💚  💟＿(´∀｀♥)💚(๑◕o◕)♥,trái tim
( ^∇^)(•̀ω•́ ),mỉm cười
( ^∇^)(•̀∇•́ ),mỉm cười
( ^∇^)✎,viết
( ^∇^)✧(•̀∇•́ ),mỉm cười
( ^∇^)✧(•̀∇•́๑),mỉm cười
( ^≗ﻌ≗),con mèo
( ^□)_へ━━━━━⊃>°))))彡,cá
( ^▽^)◜✧˖:°♥,trái tim
( ^▽^)◜✧˖°♥,trái tim
( ^▽^)◜✧˖°♥°˖✧◝(^▽^),trái tim
( ^○^),mỉm cười
( ^◡^),mỉm cười
( ^◡^)^•ﻌ•^,con mèo
( ^◡^)ฅ^•ﻌ•^ฅ,con mèo
( ^人^ ),mỉm cười
( ^人^),mỉm cười
( _□_；),ngạc nhiên
( _　_||| ),buồn
( _　_|||),buồn
( ` ω ´ ),sự tức giận
( ` ﾛ ´ )┌∩┐,ngón giữa
( ` ﾛ ´ )凸,ngón giữa
( `A´ ),sự tức giận
( `A´ )╭∩╮,ngón giữa
( `A´),sự tức giận
( `^´ ),sự tức giận
( `_) 乂(_’ ),trận đánh
( `_)?(_' ),gươm
( `_)乂(_' ),trận đánh
( `_)乂(_’ ),trận đánh
( `_´ )╭∩╮,ngón giữa
"( `o,o´ )╭∩╮",ngón giữa
( `o.o´ )╭∩╮,ngón giữa
( `o^o´ )╭∩╮,ngón giữa
( `o_o´ )╭∩╮,ngón giữa
( `ouo´ )╭∩╮,ngón giữa
( `ε´ ),sự tức giận
( `ω´ )۶▭ι═══════ﺤ,gươm
( `ω´),sự tức giận
( `Д ´)ゞ,salute_wave
( `Д´ )ゞ,sự tức giận
( `Д´)ゞ,sự tức giận
( `･Д･)ノ=☆,sự tức giận
( b ^_^ )b,ngón tay cái_up
( b ~_^)b,ngón tay cái_up
( c//”-}{-* x),hôn
( c//”-}{-*x),hôn
( i _i)＼(^_^ ),buồn
( i_i)＼(^-^ ),mỉm cười
( lll-ω- ),buồn
( n˘v˘•)¬,mỉm cười
( o ;＿ω＿)o,mồ hôi
( o ³o)(˘◡˘♥)♡,trái tim
( o ³o)(◕ω◕o)♡,trái tim
( o ´ ・ω・｀)ﾉ,salute_wave
( o З(•‿• 🌸),hoa
( o ⊰ o)♥,trái tim
( o ⌣ o)/,salute_wave
( o ⌣ o)◞,salute_wave
( o ⌣ o)◞[_],mỉm cười
( o ⌣o)/,salute_wave
( oT-T )尸,salute_wave
( o^ ^o)且 且(´ω`*),đồ ăn
( o^^o )♪,âm nhạc
( o^∀^),mỉm cười
( o_o),khó chịu
( o_o)╦╤─,súng
( o´ω`o)ﾉ,salute_wave
( o˘▼˘o) ┌iii┐,sinh nhật
( o˘◡˘o),mỉm cười
( o˘◡˘o) ┌iii┐,sinh nhật
( o∀o)/U●ﻌ●),chó
( o∩o)(˃̣̣̥∩˂̣̣̥),khóc
( o∩o)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc
( o⌣ o)◞[_],mỉm cười
( o▽(♥ε♥˶✿),hoa
( o▿(˘ε˘˶✿),hoa
( o♡o)(o♡o ),trái tim
( o♡o)/,trái tim
( o♡o)/(o♡o ),trái tim
( o❛U❛)/♡,trái tim
( oヮo）☆ﾟ.*･｡ﾟ,lấp lánh
( o・∀・)ノ゛,salute_wave
( oꆤ︵ꆤo),buồn
( o︵o),buồn
( oﻬo)♡,trái tim
( p _ q),buồn
( p_ q),khóc
( p_q),buồn
( p_q*),buồn
( p′︵‵  ),buồn
( p′︵‵。),buồn
( p〃д〃q),đỏ mặt
( u∩u)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc
( uﻬu)♡,trái tim
( v ^ー°),mỉm cười
( x□ｘ｀;),mồ hôi
( ~˘▾˘)~,khiêu vũ
( ~￣³￣)~,hôn
( ¦ꒉ[▓▓],ngủ
( ¬ _ ¬ ;),mồ hôi
( ¬ _¬)ﾉ,salute_wave
( ¬ ‿¬),cười
( ¬ ､¬),sự tức giận
( ¬_¬ ),sự tức giận
( ¬_¬ )ﾉ,khó chịu
( ¬_¬),sự tức giận
( ¬‿ ¬),cười
( ¬▂¬ ),sự tức giận
( ¬▂¬),khó chịu
( ¬▂¬)(° u °●)​,khó chịu
( ¬▂¬)(●° u °●)​,khó chịu
( ¯ ³¯)(0ᴥ0ʋ)🌙*✲⋆,chó
( ¯ ³¯)(^ ⌣ ^✧),hôn
( ¯ ³¯)(♡//∇/♡),đỏ mặt
( ¯ ³¯)(♡∇♡),trái tim
( ¯ ³¯)(♥ᴥ♥ʋ),chó
( ¯ ³¯)(✿˵•́ᴗ•̀˵),hoa
( ¯ ³¯)*.♡,trái tim
( ¯ ³¯)♡,trái tim
( ¯ ³¯)♥,trái tim
( ¯ ﻬ¯)♡,trái tim
( ¯uﻬu)♡,trái tim
( ¯ﻌ¯).zZ,ngủ
( ° --ʖ-- ° ),ria
( ° ͜ʖ °),lenny
( ° ͜ʖ °) ,lenny
( ° ͜ʖ° ),lenny
( ° ͜ʖ͡°)╭∩╮,ngón giữa
( ° ა°)~ð  (/❛o❛\),ngạc nhiên
( ° ა°)~ð  (≖‿≖ԅ),chỉ
( ° ა°)~ð (/❛o❛\),đề xuất
( ° ა°)~ð (ŐдŐ.),đề xuất
( ° ა°)~ð (ŐдŐ๑),đề xuất
( ° ა°)~ð (•́O•̀๑),đề xuất
( ° ა°)~ð (•́ㅿ•̀๑),đề xuất
( ° ა°)~ð (●Д●*),đề xuất
( ° ა°)~ð (◯Δ◯ ∥),đề xuất
( ° ა°)~ð (･ิo･ิ✿),hoa
( ° ᴗ°)~ð,đề xuất
( ° ᴗ°)~ð  (/❛o❛\),đề xuất
( ° ᴗ°)~ð (/❛o❛\),đề xuất
( ° ᴗ°)ﾉ✿,hoa
( ° ᴗ°)ﾉ✿ (°o°✿),hoa
( ° ᴗ°)ﾉ✿ (･ิo･ิ✿),hoa
( ° ᴗ°)ﾉ💍 (˘‿˘ o),đề xuất
( ° ᴗ°)ﾉ💍 (˘‿˘o),đề xuất
( ° ᴗ°)ﾉ💍 (≖‿≖ o),đề xuất
( ° ᴗ°)ﾉ💍(˘‿˘o),đề xuất
( ° ᴗ°)ﾉ💍(˘‿˘❁),hoa
( °0°˶)      ♡  ♡   ♡  ♡ 📱// (￣o￣ ﾒ)˶♡  ♡,đỏ mặt
( °0°˶) ( °+°)♡  ♡  ♡💻 📱// (￣o￣ ﾒ)˶♡  ♡,đỏ mặt
( °0°˶) 💻                 ♡  ♡ // (￣o￣)♡  ♡,đỏ mặt
( °0°˶) 💻             📄 // (￣o￣)♡  ♡,đỏ mặt
( °0°˶)📱) Please ✨♡  ♡🙏(￣o￣ ﾒ)˶♡  ♡,đỏ mặt
( °0°˶)📱) ♡  ♡🙏(￣o￣ ﾒ)˶♡  ♡,đỏ mặt
( °0°˶)📱x˶)（  ；へ：)📱x✨(￣o￣ ﾒ)˶📱,đỏ mặt
( °o∀o)/U●ﻌ●),chó
( °̥̥̥̥̥̥̥̥˟°̥̥̥̥̥̥̥̥ ),khóc
( °̥̥̥̥̥̥̥̥◡͐°̥̥̥̥̥̥̥̥),mỉm cười
( °ω°)(˘͈ ω ˘͈),đỏ mặt
( °ω°)(˘͈ ω ˘͈)Lᵒᵛᵉᵧₒᵤ,đỏ mặt
( °ω°)(˘͈ ω ˘͈♡),đỏ mặt
( °ω°)(•ᴗ•c),mỉm cười
( °ω°)(•ᴗ•c)♡,trái tim
( °ω°)♥(˘͈ ω ˘͈),đỏ mặt
( °ω°)♥(˘͈ ω ˘͈♡),đỏ mặt
( °ω°)♥(•ᴗ•c)♡,trái tim
( °д°),ngạc nhiên
( °ᴗ°)(●ᴥ●U),mỉm cười
( °ᴗ°)~ð (/❛o❛\),đề xuất
( °ᴗ°✿),hoa
( °ᵕ° ),mỉm cười
( °ᵕ°)/♥,trái tim
( °‿°✿),hoa
( °∀ °)⊃━☆ﾟ.*,đũa
( °∀° ),mỉm cười
( °∀°)/^●ﻌ●^,con mèo
( °∀°)ゝ”,mỉm cười
( °⌓°)  (°0°)         ヘ(´° □°)ヘ ┳━┳,table_upright
( °⌓°) (°0°)📝   ┳━┳  ┳━┳ ♡♡。,trái tim
( °⌓°)┳━┳ ( ͒ •·̫| (۶•̀ᴗ •́)۶┳━┳ (´∀｀*)♡,trái tim
( °⌓°)🌭┳━┳  (۶•̀ᴗ •́)۶☕🍞┳━┳,table_upright
( °⌓°)🥃┳━┳ 🥃( ͒ •·̫| (۶•̀ᴗ •́)۶☕┳━┳,table_upright
( °□°) ︵ ┻━┻,tage_flip
( °◡°),mỉm cười
( °◡°)≡≡ ≡≡〇,mỉm cười
( °◡°)≡≡ ≡≡〇┏┓,bóng đá
( °ヘ °)━☆ﾟ.*･｡ﾟ,đũa
( ³⌓³),buồn
( ´  ▽ ` )b,ngón tay cái_up
( ´  ▽ ` )ﾉ,salute_wave
( ´ ˘ `)(´ω`C✿),hoa
( ´ ˘ `)(´ω`⊂✿),hoa
( ´ ˘ `)/(ˆヮˆ),mỉm cười
( ´ ˘ `)/(ﾟヮﾟ),mỉm cười
( ´ ˘ `)/ʕ●ᵔﻌᵔʔ,con gấu
( ´ ˘ `)/♡,trái tim
( ´ ˘ `)/♡( ／(ｴ)＼)(╹㉨╹ﾐ)∫,con gấu
( ´ ˘ `)/♡\( ﾟヮﾟ),trái tim
( ´ ˘ `)/♡\( ﾟヮﾟ)/,trái tim
( ´ ˘ `)/♡ʕ●ᵔﻌᵔʔ,con gấu
( ´ ˘ `)/❀,hoa
( ´ ˘ `)♡(♡u♡ ),trái tim
( ´ ˙○˙ `),ngạc nhiên
( ´ ω `)♡( ◡‿◡🌸),hoa
( ´ •̥ ̫ •̥ ` ୨୧),buồn
( ´ ∀ ` ),mỉm cười
( ´ ∀ `) /♡,trái tim
( ´ ∀ `) ♡,trái tim
( ´ ∀ `)ノ ～ ♡,trái tim
( ´ ∀ `)ノ～ ♡,trái tim
( ´ ∀`) /♡,trái tim
( ´ ∀｀•),đỏ mặt
( ´ ∀｀）,mỉm cười
( ´ ▽ ` ),mỉm cười
( ´ ▽ ` ).｡ｏ♡,trái tim
( ´ ▽ ` )b,ngón tay cái_up
( ´ ▽ ` )ﾉ,salute_wave
( ´ ▽ ` )ﾉ~~~~~~~~~~◎,mỉm cười
( ´ ▽ ` )ﾉ~~~~~~~◎,mỉm cười
( ´ ▽ `)°˖✧,mỉm cười
( ´ ▽ `)ﾉ,mỉm cười
( ´ ▽ `)ﾉ ~~~~~~~~~~◎,mỉm cười
( ´ ▽`),mỉm cười
( ´ ▽`)(˘ ▽ ˘) 🍗🍗 ♨🍳 (ˆ0ˆ),đồ ăn
( ´ ▽`)b,ngón tay cái_up
( ´ ▿ ` ),mỉm cười
( ´ つヮ⊂),mỉm cười
( ´ ･ω･` )_且~,đồ ăn
( ´ ｰ ` ),buồn
( ´ ｰ `),buồn
( ´(00) `),con lợn
( ´(00)`),con lợn
( ´(00)`)y-~~,con lợn
( ´(ｴ)ˋ ),con gấu
( ´-ω-` ),sự tức giận
( ´-ω･)/( ´ ▽ ` )ﾉ,salute_wave
( ´-ω･)︻┻┳══━一,súng
( ´-ω･)︻┻┳══━一  ✴==≡눈٩(`皿´҂)ง,súng
( ´-ω･)︻┻┳══━一/╲/\╭(ఠఠ益ఠఠ)╮/\╱\,nhện
( ´-ω･)︻┻┳══━一一,súng
( ´-ω･)︻┻┳══━一一一一一一,súng
( ´0｀)q,buồn
( ´;ﾟ;ё;ﾟ;),mồ hôi
( ´>∀<` ),hào hứng
( ´_ゝ｀)ゞ,salute_wave
( ´o▽o`),mỉm cười
( ´o・┏ω┓・o｀),ria
( ´´◡́-◡̀´´)♡(@^◡^@ ),trái tim
( ´ˆзˆ)♡,trái tim
( ´˘▿˘`)♡,trái tim
( ´˘◡˘)っ ♡,trái tim
( ´͈ ॢꇴ `͈ॢ)･*♡,đỏ mặt
( ´͈ ॢꇴ  `͈)੭ु⁾⁾·°˖ᔆᵘᵗᵉᵏⁱ✧˖°,đỏ mặt
( ´͈ ૢᐜ `͈ૢ)･*♡੭ੇ৸♡੭ੇ৸♡,đỏ mặt
( ´ε｀ )♡,trái tim
( ´ε｀*),hôn
( ´ω｀*),đỏ mặt
( ´Д`)ﾉ,buồn
( ´Д｀),sự tức giận
( ´Д｀ι),buồn
( ´д)ﾋｿ(´Д｀)ﾋｿ(Д｀),buồn
( ´д｀、),buồn
"( ´థ,_‥థ｀ )",khóc
( ´థ౪థ)σ’`ﾞ,chỉ
( ´༎ຶ_༎ຶ`),buồn
( ´༎ຶㅂ༎ຶ`),khóc
( ´‐ω‐）=з,buồn
( ´•n•`)/❀,hoa
( ´•˘• `)/❀,hoa
( ´•˘•`)/❀,hoa
( ´•̥×•̥` ),khóc
( ´•̥̥̥ ^ •̥̥̥`),khóc
( ´•̥̥̥ o•̥̥̥`),khóc
( ´•̥̥̥ д•̥̥̥`),buồn
( ´•̥̥̥ へ•̥̥̥`),khóc
( ´•̥̥̥-•̥̥̥`),buồn
( ´•̥̥̥^•̥̥̥` ),khóc
( ´•̥̥̥^•̥̥̥`),khóc
( ´•̥̥̥_•̥̥̥` ),buồn
( ´•̥̥̥n•̥̥̥` ),buồn
( ´•̥̥̥o•̥̥̥`),khóc
( ´•̥̥̥o•̥̥̥`)(^n^＠),mỉm cười
( ´•̥̥̥o•̥̥̥`)(˃̣̣̥╭╮˂̣̣̥)‧º·˚,buồn
( ´•̥̥̥o•̥̥̥`)(•̥̥̥Ĺ̯ •̥̥̥-͠ ),khóc
( ´•̥̥̥o•̥̥̥`)(▀Ĺ̯ ▀-͠ ),kính
( ´•̥̥̥o•̥̥̥`)˘̩̩̩̩̩̩ ⌂ ˘̩̩̩̩̩̩),khóc
( ´•̥̥̥o•̥̥̥`)˘̩̩̩̩̩̩ ⌂ ˘̩̩̩̩̩̩)(▀Ĺ̯ ▀-͠ ),kính
( ´•̥̥̥o•̥̥̥`)ᕙ(´o`)ᕗ,uốn cong
( ´•̥̥̥o•̥̥̥`)♡(˘̩̩̩̩̩̩ ⌂ ˘̩̩̩̩̩̩),trái tim
( ´•̥̥̥o•̥̥̥`)♡(•̥̥̥Ĺ̯ •̥̥̥-͠ ),trái tim
( ´•̥̥̥u•̥̥̥` ),khóc
( ´•̥̥̥ñ•̥̥̥` ),buồn
( ´•̥̥̥θ•̥̥̥`),khóc
( ´•̥̥̥ω•̥̥̥` ),hoa
( ´•̥̥̥ω•̥̥̥`),buồn
( ´•̥̥̥Д•̥̥̥`),buồn
( ´•̥̥̥д•̥̥̥` ),khóc
( ´•̥̥̥д•̥̥̥`),khóc
( ´•̥̥̥ᆺ•̥̥̥` ),con thỏ
( ´•̥̥̥ᐞ•̥̥̥`),buồn
( ´•̥̥̥‸ •̥̥̥`),khóc
( ´•̥̥̥‸•̥̥̥` ),buồn
( ´•̥̥̥‸•̥̥̥`),buồn
( ´•̥̥̥∀•̥̥̥` ),mỉm cười
( ´•̥̥̥∀•̥̥̥` )(ᵕ̣̣̣̣̣̣∀ ᵕ̣̣̣̣̣̣),khóc
( ´•̥̥̥∇•̥̥̥` ),mỉm cười
( ´•̥̥̥∇•̥̥̥` )( ´•̥̥̥∇•̥̥̥` ),khóc
( ´•̥̥̥⌂•̥̥̥` ),khóc
( ´•̥̥̥⌒•̥̥̥` ),buồn
( ´•̥̥̥⌓•̥̥̥`),khóc
( ´•̥̥̥⌣•̥̥̥` ),mỉm cười
( ´•̥̥̥╭╮•̥̥̥` ),buồn
( ´•̥̥̥╭╮•̥̥̥`)(˃̣̣̥╭╮˂̣̣̥)‧º·˚,buồn
( ´•̥̥̥△•̥̥̥` ),khóc
( ´•̥̥̥▿•̥̥̥` ),mỉm cười
( ´•̥̥̥ヘ•̥̥̥` ),buồn
( ´•̥̥̥︵•̥̥̥`),khóc
( ´•̥̥̥︵•̥̥̥`)⊂(〃’⊥’〃 )⊃,đỏ mặt
( ´•̥̥̥︹•̥̥̥` ),buồn
( ´•̥̥̥︹•̥̥̥`),buồn
( ´•̥̥̥︿•̥̥̥` ),khóc
( ´•̥̥̥︿•̥̥̥`),khóc
( ´•̥̥̥﹏•̥̥̥`),buồn
( ´•̥㉨•̥` )/🍕,con gấu
( ´•̥㉨•̥` )🍕,đồ ăn
( ´•ω•) 🍔,đồ ăn
( ´•ω•)🍔(•ᵕ•❀),hoa
( ´•₎౩•` )⍝• ᴥ •⍝U,chó
( ´•₎౩•` )⍝• ᴥ •⍝₎,chó
( ´•㉨•` )/🍕,con gấu
( ´•｡•`)/❀,hoa
( ´‿`),mỉm cười
( ´‿`)♡( ◡‿◡🌸),hoa
( ´∀` ),mỉm cười
( ´∀`) /♡,trái tim
( ´∀`))д｀),mỉm cười
( ´∀`)σ)∀`*)♡”,trái tim
( ´∀｀),mỉm cười
( ´∀｀) ♡,trái tim
( ´∀｀)σ)∀`),chỉ
( ´∀｀)♡,trái tim
( ´∀｀)っ,mỉm cười
( ´∀｀•),đỏ mặt
( ´∀｀）,mỉm cười
( ´∵｀),buồn
( ´⌣`ʃƪ),mỉm cười
( ´⌣`ʃƪ)♡ᵗʱᵃᵑᵏઽ,trái tim
( ´⏒◡⏒)っ ♡,trái tim
( ´⏒◡⏒)っ ✧,mỉm cười
( ´⏒◡⏒)っ ✧☆ﾟ,mỉm cười
( ´╰╯`)♡,trái tim
( ´╰╯`)♡(◕ᴗ◕*),trái tim
( ´╹ᗜ╹`*),mỉm cười
( ´△ ｀)♪,âm nhạc
( ´△｀)♪,âm nhạc
( ´◉‿ゝ◉ `),mỉm cười
( ´◉‿ゝ◉`),mỉm cười
( ´●ᗜ●`*),mỉm cười
( ´●◡●`*),hoa
( ´◓Д◔`)!／⚽＼(_¨´＼)     (°‿°\),bóng đá
( ´◔ ω◔`) ノシ,salute_wave
( ´◡`),mỉm cười
( ´◡`⑅),mỉm cười
( ´◣д◢`+),sự tức giận
( ´☣///_ゝ///☣｀),đỏ mặt
( ´❛ω❛)˘ε˘`❀),hoa
( ´〒^〒`),buồn
( ´〒﹏〒`),buồn
( ´ゝз・),nháy mắt
( ´ゝз・)─☆,nháy mắt
( ´エ｀；),mồ hôi
( ´・ω・ ｀),ngạc nhiên
( ´・ω・)ﾉ,salute_wave
( ´・ω・｀),buồn
( ´・＿・` ),buồn
( ´・＿・`),buồn
( ´꒡◡꒡)っ ♡,trái tim
( ´； ω；｀),khóc
( ´；ω；｀),buồn
( ´＾◡´＾)っ ♡,trái tim
( ´＾◡＾)っ ♡,trái tim
( ´･ ω･｀),buồn
( ´･(00)･｀),con lợn
( ´･×･` ),con thỏ
( ´･ε･̥ˋ๑ ),hôn
( ´･ε･｀),hôn
( ´･ω･),buồn
( ´･ω･)(˘ε˘˶☆ ),đỏ mặt
( ´･ω･)˘ε˘`❀),hoa
( ´･ω･)っ✂╰⋃╯,dương vật
( ´･ω･)人(˘ ε˘  ),hôn
( ´･ω･)･ε･`❀),hoa
( ´･ω･` )_且~,đồ ăn
( ´･ω･`)_且,con gấu
( ´･ω･`)_且 ~,đồ ăn
( ´･ω･`)_且~,đồ ăn
( ´･ω･｀),buồn
( ´･з･ )(ˆ⌣ ˆc),mỉm cười
( ´･з･ )☆(`˘ε˘`❀),hoa
( ´･з･ )☆(˘ ε˘ʃƪ),hôn
( ´･з･ )☆♡,trái tim
( ´･з･ )♡,trái tim
( ´･з･),hôn
( ´･з･)･ε･`❁),hoa
( ´･◡･)･ε･`❀),hoa
( ´･仝･｀),buồn
( ´･益･｀*),sự tức giận
( ´･艸･｀),ngạc nhiên
( ´ﾟзﾟ),hôn
( º  ͜ º )━☆ﾟ.*･｡ﾟ,đũa
( º  ͜ʖ º )━☆ﾟ.*･｡ﾟ,lenny
( º  ͟ʖ º ),lenny
( º o º )━☆ﾟ.*･｡ﾟ,đũa
( º ͜ º )━☆ﾟ.*･｡ﾟ,đũa
( º ᗝ º )━☆ﾟ.*･｡ﾟ,đũa
( º ‿ º )━☆ﾟ.*･｡ﾟ,đũa
( º ‿‿ º )━☆ﾟ.*･｡ﾟ,đũa
( º ╭∩╮ º )╭∩╮,ngón giữa
( º ◞  º )╭∩╮,ngón giữa
( º3º)❤️(•ω•  ),trái tim
( º3º)❤️(•ω• ),trái tim
( º言º),sự tức giận
( ÒㅅÓ),con thỏ
( × m ×）,chết
( × m×),chết
( ×m×),chết
( ×m×）,chết
( ó‿ò)人(ó‿ò✿),hoa
( ó㉨ò ),con gấu
( ó㉨ò)ʕ•㉨• ʔ,con gấu
( ó㉨ò)ʕ❛ᴥ❛♡ʔ,con gấu
( ôヮô),mỉm cười
( Ĭ _ Ĭ )( 〒﹏〒),buồn
( Ĭ ▵ Ĭ ),buồn
( Ŏ ᵕ Ŏ)/♡,trái tim
( Ŏ 艸Ŏ),ngạc nhiên
( Ŏ⌓Ŏ),buồn
( Ŏ艸Ŏ),ngạc nhiên
( ŎꇴŎ)━☆ﾟ.*･*✲ﾟ*(◕ꇴ◕✿),hoa
( ŎꇴŎ)━☆ﾟ.*･｡ﾟ,đũa
( ŏ̥̥̥̥///ŏ̥̥̥̥),đỏ mặt
( Ő▽Ő)(^▽^ ),mỉm cười
( ȏ.∀ȏ),mỉm cười
( ɵ̥_ɵ̥̥),khóc
( ɵ̥_ɵ̥̥)( ఠ్ఠ ˓̭ ఠ్ఠ),khóc
( ɵ̥nɵ̥̥),khóc
