emoticon_code,description,emoticon_type
( *ﾟ зﾟ),hôn,kaomoji
( *ﾟ ∀ﾟ *),mỉm cười,kaomoji
( *ﾟ0)(;`ー´) o/￣￣￣~🐟 >°)))彡,cá,kaomoji
( *ﾟ0)🎣(;`ー´) o/￣￣￣~🐟 >°)))彡,cá,kaomoji
( *ﾟ0*ﾟ)(;`ー´) o/￣￣￣~✂️,cá,kaomoji
( *ﾟ_っﾟ)ﾉﾞ,salute_wave,kaomoji
( *ﾟ∀ﾟ* ),đỏ mặt,kaomoji
( *ﾟｪﾟ* ),đỏ mặt,kaomoji
( *ﾟｪﾟ*),đỏ mặt,kaomoji
( *ﾟｪﾟ*)(;`ー´) o/￣￣￣~>°)))彡,cá,kaomoji
( *ﾟｰﾟ )=○)ﾟＯﾟ),trận đánh,kaomoji
( *ﾟｰﾟ)ゞ,đỏ mặt,kaomoji
( *￣ω￣)ﾉ(╹ᴗ╹●)♪,khiêu vũ,kaomoji
( *￣ω￣)ﾉ(・ᴗ・●)♪,khiêu vũ,kaomoji
( *￣з￣),hôn,kaomoji
( *￣∀￣),mỉm cười,kaomoji
( *￣▽￣)d,ngón tay cái_up,kaomoji
( + ･｀ω ･)b,ngón tay cái_up,kaomoji
( + ･｀ω･)b,ngón tay cái_up,kaomoji
( + ･｀ω･)b♡(ŐωŐ人),trái tim,kaomoji
( +д+)o =3ε-(≖д≖ ),khó chịu,kaomoji
( +･｀ω･)b,ngón tay cái_up,kaomoji
( +･｀⊇･)b,ngón tay cái_up,kaomoji
"( , )",mông,kaomoji
"( ,,-｀д´-)ﾉ""(･ω；｡)",sự tức giận,kaomoji
( - ‸ - )♡,trái tim,kaomoji
( - ⌣ -)/,salute_wave,kaomoji
( - ⌣-)/,salute_wave,kaomoji
( - ⌣o)/,salute_wave,kaomoji
( - 。－；),mồ hôi,kaomoji
( -(ｴ)-)ゞ,con gấu,kaomoji
( -.-),khó chịu,kaomoji
( -.-) ☕,uống,kaomoji
( -.-)☕,uống,kaomoji
( -3-) ☕,uống,kaomoji
( -U-) ☕,uống,kaomoji
( -U-)/(´ᴥ`U),chó,kaomoji
( -_- )旦~,đồ ăn,kaomoji
( -_-) ☕,uống,kaomoji
( -_-) 旦~,đồ ăn,kaomoji
( -_-)>c[_],uống,kaomoji
( -_-)c[_],uống,kaomoji
( -_-)凸,ngón giữa,kaomoji
( -_-)旦,đồ ăn,kaomoji
( -_-)旦~,đồ ăn,kaomoji
( -_• )︻╦╤─ - - - - -,súng,kaomoji
( -`Δ´- ｡ ),sự tức giận,kaomoji
( -`д´- ｡ ),sự tức giận,kaomoji
( -`д´-),sự tức giận,kaomoji
( -`⌂´- ｡ ),sự tức giận,kaomoji
( -`益´- ✿),hoa,kaomoji
( -`︿ ´- ✿),hoa,kaomoji
( -o-) ☕,uống,kaomoji
( -̩̩̩͡˛ -̩̩̩͡  ),khóc,kaomoji
( -̩̩̩͡˛ -̩̩̩͡ ),khóc,kaomoji
( -ε-  ),hôn,kaomoji
( -ε- ),hôn,kaomoji
( -ω-)ゝ,salute_wave,kaomoji
( -ω-ゞ,salute_wave,kaomoji
( -д-；),mồ hôi,kaomoji
( -෴- ),ria,kaomoji
( -”- ;A,mồ hôi,kaomoji
"( -‸-,)",khó chịu,kaomoji
( -‿◦),mỉm cười,kaomoji
( -∀-),mỉm cười,kaomoji
( -▼∀▼),kính,kaomoji
( -。-),khó chịu,kaomoji
( -人- ),khó chịu,kaomoji
( -人-),khó chịu,kaomoji
( -﹃ -) zzZ,ngủ,kaomoji
( -｡- ; ),khó chịu,kaomoji
( . .)φ__,viết,kaomoji
( . Y . ),ngực,kaomoji
( .. ),buồn,kaomoji
( ..)φ,viết,kaomoji
( ._ .)φ__,viết,kaomoji
( .づ◡﹏◡ )づ.,ôm,kaomoji
( /  °_°)/    🏈,bóng đá,kaomoji
( /  ω＼),khóc,kaomoji
( / ;◇;)/,đang chạy,kaomoji
( / _ ; ),mồ hôi,kaomoji
( /-(ｴ)-＼),con gấu,kaomoji
( //̀Д/́/)\(Ò_Ó \),sự tức giận,kaomoji
( /ToT)/ ~┻┻,tage_flip,kaomoji
( /^ ▽ ^ )/,mỉm cười,kaomoji
( /^ω^)/( ♡∀♡),trái tim,kaomoji
( /^ω^)/╰( ♡∀♡)╮,trái tim,kaomoji
( /^ω^)/╰( ♡∀♡)╮＼(^ω^＼),trái tim,kaomoji
( /^‿^)/( ♡∀♡),trái tim,kaomoji
( /^‿^)/(♡∀♡),trái tim,kaomoji
( /^‿^)/(♡∇♡),trái tim,kaomoji
( /^▽^)/,mỉm cười,kaomoji
( /‿＼✿),hoa,kaomoji
( /∇≦* ),mỉm cười,kaomoji
( /≧∀≦),hào hứng,kaomoji
( /・0・ ),ngạc nhiên,kaomoji
( /・0・),salute_wave,kaomoji
( /・・ ) ノ,khiêu vũ,kaomoji
( /・・)ノ,khiêu vũ,kaomoji
( 0 ⌣ 0✿)/,hoa,kaomoji
( 0//ᴗ//0),đỏ mặt,kaomoji
( 0◡0)っ▬▬ι═══════ﺤ   ＼( ˘ω ˘ ),gươm,kaomoji
( 0◡0)っ✂╰⋃╯,dương vật,kaomoji
( 8╭╮8╰ ),buồn,kaomoji
( : |,tường,western
( : ͡° д °͡ : )७(｀∧´メ),trận đánh,kaomoji
( :.;ﾟ;Д;ﾟ;.:),lấp lánh,vietnamese
( :3 _ )=,ling_down,vietnamese
( :3) ×)〆 ～～～,ling_down,vietnamese
( :3ぅ　),ling_down,vietnamese
( :T皿T),sự tức giận,kaomoji
( ; ¬_¬),khó chịu,kaomoji
( ; ¬_¬)♥,trái tim,kaomoji
( ; ´ д｀),mồ hôi,kaomoji
( ; ´ρ`),mồ hôi,kaomoji
( ; ´Д｀),mồ hôi,kaomoji
( ; ´༎ຶ益༎ຶ`)♡,trái tim,kaomoji
( ; ・_・)ﾉＸＸＸＸＸＸＸＸ=Cξ,mồ hôi,kaomoji
( ; ﹏ ; ),buồn,kaomoji
( ; ･`д･´ ) ​,sự tức giận,kaomoji
( ;-_-)ノ,mồ hôi,kaomoji
( ;;  @益@）,sự tức giận,kaomoji
( ;; @益@）,sự tức giận,kaomoji
( ;´ Д `),mồ hôi,kaomoji
( ;´ Д`),mồ hôi,kaomoji
( ;´ д｀),mồ hôi,kaomoji
( ;´0｀)ﾂ))□｀),trận đánh,kaomoji
( ;´Д｀),sự tức giận,kaomoji
( ;´д｀),mồ hôi,kaomoji
( ;´༎ຶ Д༎ຶ`),mồ hôi,kaomoji
( ;´༎ຶД༎ຶ`),mồ hôi,kaomoji
( ;Д;),buồn,western
( ;′Д`)ノ,mồ hôi,kaomoji
( ;Ⅲ□Ⅲ;),buồn,kaomoji
( ;ↀ⌓ↀ),ngạc nhiên,kaomoji
( ;つД｀),mồ hôi,kaomoji
( ;・_・)ﾉＸ ＸＸＸＸＸＸＸ=Cξ,mồ hôi,kaomoji
( ;・_・)ﾉＸＸＸＸＸＸＸＸ=Cξ,mồ hôi,kaomoji
( ;﹏ ;),buồn,western
( ;﹏; ),buồn,kaomoji
( ;﹏;),buồn,western
( ;｀ヘ´),sự tức giận,kaomoji
( ;･∀･ ),đang chạy,kaomoji
( ;･∀･),mồ hôi,kaomoji
( ;ﾟдﾟ),mồ hôi,kaomoji
( ;￣y￣ )-----cξ~~,mồ hôi,kaomoji
( = ˃ᆺ˂),con mèo,kaomoji
( =;ェ;= ),con mèo,kaomoji
( =O° ਊ ͠ °) = OQ (`▽ ´Q),trận đánh,kaomoji
( =´∀｀)✎,viết,kaomoji
( =‘ｘ‘=),con thỏ,western
( =ↀωↀ=)و ̑̑,con mèo,kaomoji
( =①ω①= ),con mèo,kaomoji
( =①ω①=),con mèo,kaomoji
( =｀.´=),sự tức giận,kaomoji
( =｀ω´= ),con mèo,kaomoji
( =ｘェｘ=),con mèo,kaomoji
( =｡´´ಥ x ಥ´´｡=),buồn,kaomoji
( =ﾟωﾟ)ﾉ,con mèo,kaomoji
( =ﾟ▽ﾟ )/,con mèo,kaomoji
( =ﾟ▽ﾟ)/,salute_wave,kaomoji
( =￣▽￣= )Ｖ,con mèo,kaomoji
( =￣▽￣=)Ｖ,mỉm cười,kaomoji
( > ﻌ ⓛ),con mèo,kaomoji
( >0<)ﾉ━☆ (•́.•̀๑),đũa,kaomoji
( >0<)ﾉ━☆༽̨҉҉,đũa,kaomoji
( >0♥),trái tim,kaomoji
( >U<)/(´ᴥ`U),chó,kaomoji
( >ω●),nháy mắt,kaomoji
( >ω♥),trái tim,kaomoji
( >д <),sự tức giận,kaomoji
( >д< ),sự tức giận,kaomoji
( >∩<)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc,kaomoji
( ?・・)σ,chỉ,kaomoji
( C_C ),uống,kaomoji
( C_C),uống,kaomoji
( O‿O)爻(Ő‿Ő ),ôm,kaomoji
( T o T ),buồn,kaomoji
( T o T),buồn,kaomoji
( T-T),khóc,kaomoji
( T.T； ),mồ hôi,kaomoji
( TдT ),buồn,kaomoji
( T⌓ T),buồn,kaomoji
( T⌓T ),buồn,kaomoji
( T⌓T),buồn,kaomoji
( U๑˘◡˘ ),con thỏ,kaomoji
( ^ - ^)_旦””,đồ ăn,kaomoji
( ^ -x-^),con mèo,kaomoji
( ^ ^ゞ,mỉm cười,kaomoji
( ^ _ ^)/,salute_wave,kaomoji
( ^ p ^ ）,mỉm cười,kaomoji
( ^ q ^ ),mỉm cười,kaomoji
( ^ ᴗ ^ ),mỉm cười,kaomoji
( ^ ᴗ ^ )ε^ ),hôn,kaomoji
( ^ ○ ^ ),mỉm cười,kaomoji
( ^ ○^),mỉm cười,kaomoji
( ^ 人^),mỉm cười,kaomoji
( ^)3 ε(^ )ゞ 　　　,hôn,kaomoji
( ^)o(^ ),chim,kaomoji
( ^-)_ 旦~~ (ﾟoﾟ;),mồ hôi,kaomoji
( ^-^ )_旦””,đồ ăn,kaomoji
( ^-^ *)ノ,salute_wave,kaomoji
( ^-^) (≧ε≦ ),hôn,kaomoji
( ^-^)/U(•̥×•)U,con thỏ,kaomoji
( ^-^)_     [̲̅$̲̅(̲̅ ͡° ͜ʖ ͡°̲̅)̲̅$̲̅]   (º❛ 0 ❛ )💳ԅ(º 0º )  🕢,tiền bạc,kaomoji
( ^-^)_     [̲̅$̲̅(̲̅ιοο̲̅)̲̅$̲̅]   (º❛ 0 ❛ )💳ԅ(º 0º )  🕢,tiền bạc,kaomoji
( ^-^)_ ノಠ益ಠ [̲̅$̲̅(̲̅ιοο̲̅)̲̅$̲  (º❛ 0 ❛ )💳ԅ(º 0º ),tiền bạc,kaomoji
( ^-^)_旦,đồ ăn,kaomoji
( ^-^)_旦 (º❛ 0❛ 🍛🥛🍕ԅ(º 0º )🥛,chỉ,kaomoji
"( ^-^)_旦""",đồ ăn,kaomoji
( ^-^)_旦”,đồ ăn,kaomoji
( ^-^)_旦””,đồ ăn,kaomoji
( ^-^)_旦”” 旦_(^-^ ),đồ ăn,kaomoji
( ^-^)_旦🌮    (º❛ 0❛ )🍴🥗(º 0º ),đồ ăn,kaomoji
( ^-^)_旦🌮🌭🌭 (º❛ 0❛ )🥛ԅ(º 0º )🥛,chó,kaomoji
( ^-^)_旦🍝 (º❛ 0❛ )🥛🍕ԅ(º 0º )🥛,chỉ,kaomoji
( ^-^)_🥡  (º❛ 0❛ )🍝🥛🍕ԅ(º 0º )🥛,chỉ,kaomoji
( ^-^)_🥡🥠  (º❛ 0❛ )🍕🥛🍕🥠ԅ(º 0º )🥛,chỉ,kaomoji
( ^-^)v,mỉm cười,kaomoji
( ^-^)ゝ,mỉm cười,kaomoji
( ^-^* )ノ,đỏ mặt,kaomoji
( ^-^*)ノ,salute_wave,kaomoji
( ^-人-^ ),con mèo,kaomoji
( ^-人-^),con mèo,kaomoji
( ^..^)ﾉ,con mèo,kaomoji
( ^.^)/(•×•U),con thỏ,kaomoji
( ^.^)/U(•×•)U,con thỏ,kaomoji
( ^.^)/U(•̥×•)U,con thỏ,kaomoji
( ^3^)(◕ᆽ◕),chó,kaomoji
( ^3^)💗(◕ε◕),trái tim,kaomoji
( ^3^)💗(◕ε◕*),trái tim,kaomoji
( ^U^)(◕ᆽ◕),con mèo,kaomoji
( ^U^)/(´ᴥ` U,mỉm cười,kaomoji
( ^U^)/(´ᴥ` U),mỉm cười,kaomoji
( ^U^)/(´ᴥ`U),mỉm cười,kaomoji
( ^U^)/(•×•U),con thỏ,kaomoji
( ^U^)/(◕ᆽ◕),con mèo,kaomoji
( ^U^)/(◕ᆽ◕⚈),con mèo,kaomoji
( ^U^)/U ´ᴥ` U,mỉm cười,kaomoji
( ^U^)/U(-´•̥×•)U,con thỏ,kaomoji
( ^U^)/U(´•̥×•)U,con thỏ,kaomoji
( ^U^)/U(•̥×•)U,con thỏ,kaomoji
( ^U^)/^•ﻌ•^,mỉm cười,kaomoji
( ^U^)^•ﻌ•^,con mèo,kaomoji
( ^U^)⁽⁽❤️◝(⁰▿⁰˖)◜,trái tim,kaomoji
( ^U^)💗(´ε｀*),trái tim,kaomoji
( ^^) _旦~~,đồ ăn,kaomoji
( ^^)_旦~~,đồ ăn,kaomoji
( ^^)ｂ,ngón tay cái_up,kaomoji
( ^_-)v,nháy mắt,kaomoji
( ^_^ )／,salute_wave,kaomoji
( ^_^)／,salute_wave,kaomoji
( ^_^♪ ),âm nhạc,kaomoji
( ^o)ρ┳┻┳°σ(o^ ),nháy mắt,kaomoji
( ^o)ρ┳┻┳°σ(o^),nháy mắt,kaomoji
( ^o^ )v,chim,kaomoji
( ^o^),hào hứng,kaomoji
( ^o^)/,hào hứng,kaomoji
( ^o^)v,hào hứng,kaomoji
( ^o^)ノ＼(^_^ ),hào hứng,kaomoji
( ^³^)💗(◕ε◕*),trái tim,kaomoji
( ^³^)💗(❛ε❛*),trái tim,kaomoji
( ^ω^ )☀️,mỉm cười,kaomoji
( ^ω^) ｡･ﾟ’(*/益＼*) ‘ﾟ･｡          🐎,đỏ mặt,kaomoji
( ^ω^)(◕‿◕),mỉm cười,kaomoji
( ^ω^)(◕‿◕) (◕ꇴ◕♡)   ♞ 🐎,trái tim,kaomoji
( ^ω^)(◕‿◕)♚ ♛ ♜ ♝ ♞ ♟ ♔ ♕ ♖ ♗,mỉm cười,kaomoji
( ^з^) y -☆,mỉm cười,kaomoji
( ^з^)♪♬,âm nhạc,kaomoji
( ^ц^  ),mỉm cười,kaomoji
( ^‿^   ) c[_]🍞 💤 (｡-‿-｡✿) 💤,hoa,kaomoji
( ^∀^ ) ☕,uống,kaomoji
( ^∀^ )🍧,đồ ăn,kaomoji
( ^∀^ )🥛,uống,kaomoji
( ^∀^),mỉm cười,kaomoji
( ^∀^)💗(´ε｀*),trái tim,kaomoji
( ^∀^ﾟ),mỉm cười,kaomoji
( ^∇^)   ┳┳💚  💟＿(´∀｀♥)💚(๑◕o◕)♥,trái tim,kaomoji
( ^∇^)(•̀ω•́ ),mỉm cười,kaomoji
( ^∇^)(•̀∇•́ ),mỉm cười,kaomoji
( ^∇^)✎,viết,kaomoji
( ^∇^)✧(•̀∇•́ ),mỉm cười,kaomoji
( ^∇^)✧(•̀∇•́๑),mỉm cười,kaomoji
( ^≗ﻌ≗),con mèo,kaomoji
( ^□)_へ━━━━━⊃>°))))彡,cá,kaomoji
( ^▽^)◜✧˖:°♥,trái tim,kaomoji
( ^▽^)◜✧˖°♥,trái tim,kaomoji
( ^▽^)◜✧˖°♥°˖✧◝(^▽^),trái tim,kaomoji
( ^○^),mỉm cười,kaomoji
( ^◡^),mỉm cười,kaomoji
( ^◡^)^•ﻌ•^,con mèo,kaomoji
( ^◡^)ฅ^•ﻌ•^ฅ,con mèo,kaomoji
( ^人^ ),mỉm cười,kaomoji
( ^人^),mỉm cười,kaomoji
( _□_；),ngạc nhiên,kaomoji
( _　_||| ),buồn,kaomoji
( _　_|||),buồn,kaomoji
( ` ω ´ ),sự tức giận,kaomoji
( ` ﾛ ´ )┌∩┐,ngón giữa,kaomoji
( ` ﾛ ´ )凸,ngón giữa,kaomoji
( `A´ ),sự tức giận,kaomoji
( `A´ )╭∩╮,ngón giữa,kaomoji
( `A´),sự tức giận,kaomoji
( `^´ ),sự tức giận,kaomoji
( `_) 乂(_’ ),trận đánh,kaomoji
( `_)?(_' ),gươm,kaomoji
( `_)乂(_' ),trận đánh,kaomoji
( `_)乂(_’ ),trận đánh,kaomoji
( `_´ )╭∩╮,ngón giữa,kaomoji
"( `o,o´ )╭∩╮",ngón giữa,kaomoji
( `o.o´ )╭∩╮,ngón giữa,kaomoji
( `o^o´ )╭∩╮,ngón giữa,kaomoji
( `o_o´ )╭∩╮,ngón giữa,kaomoji
( `ouo´ )╭∩╮,ngón giữa,kaomoji
( `ε´ ),sự tức giận,kaomoji
( `ω´ )۶▭ι═══════ﺤ,gươm,kaomoji
( `ω´),sự tức giận,kaomoji
( `Д ´)ゞ,salute_wave,kaomoji
( `Д´ )ゞ,sự tức giận,kaomoji
( `Д´)ゞ,sự tức giận,kaomoji
( `･Д･)ノ=☆,sự tức giận,kaomoji
( b ^_^ )b,ngón tay cái_up,kaomoji
( b ~_^)b,ngón tay cái_up,kaomoji
( c//”-}{-* x),hôn,kaomoji
( c//”-}{-*x),hôn,kaomoji
( i _i)＼(^_^ ),buồn,kaomoji
( i_i)＼(^-^ ),mỉm cười,kaomoji
( lll-ω- ),buồn,kaomoji
( n˘v˘•)¬,mỉm cười,kaomoji
( o ;＿ω＿)o,mồ hôi,kaomoji
( o ³o)(˘◡˘♥)♡,trái tim,kaomoji
( o ³o)(◕ω◕o)♡,trái tim,kaomoji
( o ´ ・ω・｀)ﾉ,salute_wave,kaomoji
( o З(•‿• 🌸),hoa,kaomoji
( o ⊰ o)♥,trái tim,kaomoji
( o ⌣ o)/,salute_wave,kaomoji
( o ⌣ o)◞,salute_wave,kaomoji
( o ⌣ o)◞[_],mỉm cười,kaomoji
( o ⌣o)/,salute_wave,kaomoji
( oT-T )尸,salute_wave,kaomoji
( o^ ^o)且 且(´ω`*),đồ ăn,kaomoji
( o^^o )♪,âm nhạc,kaomoji
( o^∀^),mỉm cười,kaomoji
( o_o),khó chịu,kaomoji
( o_o)╦╤─,súng,kaomoji
( o´ω`o)ﾉ,salute_wave,kaomoji
( o˘▼˘o) ┌iii┐,sinh nhật,kaomoji
( o˘◡˘o),mỉm cười,kaomoji
( o˘◡˘o) ┌iii┐,sinh nhật,kaomoji
( o∀o)/U●ﻌ●),chó,kaomoji
( o∩o)(˃̣̣̥∩˂̣̣̥),khóc,kaomoji
( o∩o)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc,kaomoji
( o⌣ o)◞[_],mỉm cười,kaomoji
( o▽(♥ε♥˶✿),hoa,kaomoji
( o▿(˘ε˘˶✿),hoa,kaomoji
( o♡o)(o♡o ),trái tim,kaomoji
( o♡o)/,trái tim,kaomoji
( o♡o)/(o♡o ),trái tim,kaomoji
( o❛U❛)/♡,trái tim,kaomoji
( oヮo）☆ﾟ.*･｡ﾟ,lấp lánh,kaomoji
( o・∀・)ノ゛,salute_wave,kaomoji
( oꆤ︵ꆤo),buồn,kaomoji
( o︵o),buồn,kaomoji
( oﻬo)♡,trái tim,kaomoji
( p _ q),buồn,kaomoji
( p_ q),khóc,kaomoji
( p_q),buồn,kaomoji
( p_q*),buồn,kaomoji
( p′︵‵  ),buồn,kaomoji
( p′︵‵。),buồn,kaomoji
( p〃д〃q),đỏ mặt,kaomoji
( u∩u)˚‧º·(˃̣̣̥∩˂̣̣̥)‧º·˚,khóc,kaomoji
( uﻬu)♡,trái tim,kaomoji
( v ^ー°),mỉm cười,kaomoji
( x□ｘ｀;),mồ hôi,kaomoji
( ~˘▾˘)~,khiêu vũ,kaomoji
( ~￣³￣)~,hôn,kaomoji
( ¦ꒉ[▓▓],ngủ,kaomoji
( ¬ _ ¬ ;),mồ hôi,kaomoji
( ¬ _¬)ﾉ,salute_wave,kaomoji
( ¬ ‿¬),cười,kaomoji
( ¬ ､¬),sự tức giận,kaomoji
( ¬_¬ ),sự tức giận,kaomoji
( ¬_¬ )ﾉ,khó chịu,kaomoji
( ¬_¬),sự tức giận,kaomoji
( ¬‿ ¬),cười,kaomoji
( ¬▂¬ ),sự tức giận,kaomoji
( ¬▂¬),khó chịu,kaomoji
( ¬▂¬)(° u °●)​,khó chịu,kaomoji
( ¬▂¬)(●° u °●)​,khó chịu,kaomoji
( ¯ ³¯)(0ᴥ0ʋ)🌙*✲⋆,chó,kaomoji
( ¯ ³¯)(^ ⌣ ^✧),hôn,kaomoji
( ¯ ³¯)(♡//∇/♡),đỏ mặt,kaomoji
( ¯ ³¯)(♡∇♡),trái tim,kaomoji
( ¯ ³¯)(♥ᴥ♥ʋ),chó,kaomoji
( ¯ ³¯)(✿˵•́ᴗ•̀˵),hoa,kaomoji
( ¯ ³¯)*.♡,trái tim,kaomoji
( ¯ ³¯)♡,trái tim,kaomoji
( ¯ ³¯)♥,trái tim,kaomoji
( ¯ ﻬ¯)♡,trái tim,kaomoji
( ¯uﻬu)♡,trái tim,kaomoji
( ¯ﻌ¯).zZ,ngủ,kaomoji
( ° --ʖ-- ° ),ria,kaomoji
( ° ͜ʖ °),lenny,kaomoji
( ° ͜ʖ °) ,lenny,kaomoji
( ° ͜ʖ° ),lenny,kaomoji
( ° ͜ʖ͡°)╭∩╮,ngón giữa,kaomoji
( ° ა°)~ð  (/❛o❛\),ngạc nhiên,kaomoji
( ° ა°)~ð  (≖‿≖ԅ),chỉ,kaomoji
( ° ა°)~ð (/❛o❛\),đề xuất,kaomoji
( ° ა°)~ð (ŐдŐ.),đề xuất,kaomoji
( ° ა°)~ð (ŐдŐ๑),đề xuất,kaomoji
( ° ა°)~ð (•́O•̀๑),đề xuất,kaomoji
( ° ა°)~ð (•́ㅿ•̀๑),đề xuất,kaomoji
( ° ა°)~ð (●Д●*),đề xuất,kaomoji
( ° ა°)~ð (◯Δ◯ ∥),đề xuất,kaomoji
( ° ა°)~ð (･ิo･ิ✿),hoa,kaomoji
( ° ᴗ°)~ð,đề xuất,kaomoji
( ° ᴗ°)~ð  (/❛o❛\),đề xuất,kaomoji
( ° ᴗ°)~ð (/❛o❛\),đề xuất,kaomoji
( ° ᴗ°)ﾉ✿,hoa,kaomoji
( ° ᴗ°)ﾉ✿ (°o°✿),hoa,kaomoji
( ° ᴗ°)ﾉ✿ (･ิo･ิ✿),hoa,kaomoji
( ° ᴗ°)ﾉ💍 (˘‿˘ o),đề xuất,kaomoji
( ° ᴗ°)ﾉ💍 (˘‿˘o),đề xuất,kaomoji
( ° ᴗ°)ﾉ💍 (≖‿≖ o),đề xuất,kaomoji
( ° ᴗ°)ﾉ💍(˘‿˘o),đề xuất,kaomoji
( ° ᴗ°)ﾉ💍(˘‿˘❁),hoa,kaomoji
( °0°˶)      ♡  ♡   ♡  ♡ 📱// (￣o￣ ﾒ)˶♡  ♡,đỏ mặt,kaomoji
( °0°˶) ( °+°)♡  ♡  ♡💻 📱// (￣o￣ ﾒ)˶♡  ♡,đỏ mặt,kaomoji
( °0°˶) 💻                 ♡  ♡ // (￣o￣)♡  ♡,đỏ mặt,kaomoji
( °0°˶) 💻             📄 // (￣o￣)♡  ♡,đỏ mặt,kaomoji
( °0°˶)📱) Please ✨♡  ♡🙏(￣o￣ ﾒ)˶♡  ♡,đỏ mặt,kaomoji
( °0°˶)📱) ♡  ♡🙏(￣o￣ ﾒ)˶♡  ♡,đỏ mặt,kaomoji
( °0°˶)📱x˶)（  ；へ：)📱x✨(￣o￣ ﾒ)˶📱,đỏ mặt,kaomoji
( °o∀o)/U●ﻌ●),chó,kaomoji
( °̥̥̥̥̥̥̥̥˟°̥̥̥̥̥̥̥̥ ),khóc,kaomoji
( °̥̥̥̥̥̥̥̥◡͐°̥̥̥̥̥̥̥̥),mỉm cười,kaomoji
( °ω°)(˘͈ ω ˘͈),đỏ mặt,kaomoji
( °ω°)(˘͈ ω ˘͈)Lᵒᵛᵉᵧₒᵤ,đỏ mặt,kaomoji
( °ω°)(˘͈ ω ˘͈♡),đỏ mặt,kaomoji
( °ω°)(•ᴗ•c),mỉm cười,kaomoji
( °ω°)(•ᴗ•c)♡,trái tim,kaomoji
( °ω°)♥(˘͈ ω ˘͈),đỏ mặt,kaomoji
( °ω°)♥(˘͈ ω ˘͈♡),đỏ mặt,kaomoji
( °ω°)♥(•ᴗ•c)♡,trái tim,kaomoji
( °д°),ngạc nhiên,kaomoji
( °ᴗ°)(●ᴥ●U),mỉm cười,kaomoji
( °ᴗ°)~ð (/❛o❛\),đề xuất,kaomoji
( °ᴗ°✿),hoa,kaomoji
( °ᵕ° ),mỉm cười,kaomoji
( °ᵕ°)/♥,trái tim,kaomoji
( °‿°✿),hoa,kaomoji
( °∀ °)⊃━☆ﾟ.*,đũa,kaomoji
( °∀° ),mỉm cười,kaomoji
( °∀°)/^●ﻌ●^,con mèo,kaomoji
( °∀°)ゝ”,mỉm cười,kaomoji
( °⌓°)  (°0°)         ヘ(´° □°)ヘ ┳━┳,table_upright,kaomoji
( °⌓°) (°0°)📝   ┳━┳  ┳━┳ ♡♡。,trái tim,kaomoji
( °⌓°)┳━┳ ( ͒ •·̫| (۶•̀ᴗ •́)۶┳━┳ (´∀｀*)♡,trái tim,kaomoji
( °⌓°)🌭┳━┳  (۶•̀ᴗ •́)۶☕🍞┳━┳,table_upright,kaomoji
( °⌓°)🥃┳━┳ 🥃( ͒ •·̫| (۶•̀ᴗ •́)۶☕┳━┳,table_upright,kaomoji
( °□°) ︵ ┻━┻,tage_flip,kaomoji
( °◡°),mỉm cười,kaomoji
( °◡°)≡≡ ≡≡〇,mỉm cười,kaomoji
( °◡°)≡≡ ≡≡〇┏┓,bóng đá,kaomoji
( °ヘ °)━☆ﾟ.*･｡ﾟ,đũa,kaomoji
( ³⌓³),buồn,kaomoji
( ´  ▽ ` )b,ngón tay cái_up,kaomoji
( ´  ▽ ` )ﾉ,salute_wave,kaomoji
( ´ ˘ `)(´ω`C✿),hoa,kaomoji
( ´ ˘ `)(´ω`⊂✿),hoa,kaomoji
( ´ ˘ `)/(ˆヮˆ),mỉm cười,kaomoji
( ´ ˘ `)/(ﾟヮﾟ),mỉm cười,kaomoji
( ´ ˘ `)/ʕ●ᵔﻌᵔʔ,con gấu,kaomoji
( ´ ˘ `)/♡,trái tim,kaomoji
( ´ ˘ `)/♡( ／(ｴ)＼)(╹㉨╹ﾐ)∫,con gấu,kaomoji
( ´ ˘ `)/♡\( ﾟヮﾟ),trái tim,kaomoji
( ´ ˘ `)/♡\( ﾟヮﾟ)/,trái tim,kaomoji
( ´ ˘ `)/♡ʕ●ᵔﻌᵔʔ,con gấu,kaomoji
( ´ ˘ `)/❀,hoa,kaomoji
( ´ ˘ `)♡(♡u♡ ),trái tim,kaomoji
( ´ ˙○˙ `),ngạc nhiên,kaomoji
( ´ ω `)♡( ◡‿◡🌸),hoa,kaomoji
( ´ •̥ ̫ •̥ ` ୨୧),buồn,kaomoji
( ´ ∀ ` ),mỉm cười,kaomoji
( ´ ∀ `) /♡,trái tim,kaomoji
( ´ ∀ `) ♡,trái tim,kaomoji
( ´ ∀ `)ノ ～ ♡,trái tim,kaomoji
( ´ ∀ `)ノ～ ♡,trái tim,kaomoji
( ´ ∀`) /♡,trái tim,kaomoji
( ´ ∀｀•),đỏ mặt,kaomoji
( ´ ∀｀）,mỉm cười,kaomoji
( ´ ▽ ` ),mỉm cười,kaomoji
( ´ ▽ ` ).｡ｏ♡,trái tim,kaomoji
( ´ ▽ ` )b,ngón tay cái_up,kaomoji
( ´ ▽ ` )ﾉ,salute_wave,kaomoji
( ´ ▽ ` )ﾉ~~~~~~~~~~◎,mỉm cười,kaomoji
